"","id","created_at","text","source","possibly_sensitive","type","coordinates","retweet_count","reply_count","like_count","quote_count","longitude","latitude","borough"
"98","1358059308982829063",2021-02-06,"#blackandwhite What’s the difference between me and that white girl <U+0001F467><U+0001F3FC> sitting on her couch pushing CBD <U+0001F4A9> shit facial cream products? <U+0001F937><U+0001F3FC><U+200D><U+2642><U+FE0F> #cannabisculture @ Staten Island, New York https://t.co/DOIteFtit2","Instagram",FALSE,"Point","c(-74.0889, 40.6303)",0,0,0,0,-74.0889,40.6303,"STATEN ISLAND"
"99","1355741845003919360",2021-01-31,"END RESIULT HE ENDED UP SAYING SORRY LMFAOOO<U+203C><U+FE0F><U+203C><U+FE0F><U+0001F608><U+0001F608>
PRESSURE !!! I HIT EM WID DA FASTEST RESPONSE IN STATEN ISLAND RAP HISTORY FUCK WID ME YALL #BMCSMOOVE https://t.co/u215asTFlM","Twitter for iPhone",FALSE,NA,"NULL",1,1,1,0,NA,NA,"STATEN ISLAND"
"100","1355295870045052932",2021-01-29,"I feel for you. Whole family is gone. All I have is boyfriend.  I'll be 70 nxt month. Live in Staten Island. I'm diabetic, stage 3 kidney problems, have had a heart attack.  Trying to get appointment for vaccine. Harder than walking through maple syrup. Keep up the fight. Luv ya https://t.co/47Eq8pZfrP https://t.co/vfhMNLqWL7","Twitter for Android",FALSE,NA,"NULL",0,0,0,0,NA,NA,"STATEN ISLAND"
"101","1355280131275808772",2021-01-29,"I literally have the cleanest tape up on the island &amp; you’re gonna tweet some shit like this? https://t.co/jOcpzKdkRg","Twitter for iPhone",FALSE,NA,"NULL",0,3,9,0,NA,NA,"STATEN ISLAND"
"102","1345763573499367427",2021-01-03,"10,000 calorie breakfast! N that's only the 1/2 that I ate!!! LOL <U+0001F923> Sooooo good, chocolate explosion pancakes with bacon inside!!! (@ Project Brunch in Staten Island, NY) https://t.co/9pWZcijZGR https://t.co/iSTZdSfIHv","Foursquare",FALSE,"Point","c(-74.23927, 40.5320693)",0,0,0,0,-74.23927,40.5320693,"STATEN ISLAND"
"103","1345025381615738882",2021-01-01,"@realDonaldTrump I love this woman I found one side move to Staten island from the discrimination of age after my wife died I've been with her for 15 years and I just tried to get a help with Project hospitality division of AIDS services instead of throwing her out but she ended","Twitter for Android",FALSE,NA,"NULL",0,0,0,0,NA,NA,"STATEN ISLAND"
"104","1344873529360183296",2021-01-01,"I hate all these fireworks. This is way worse than the 4th. And it's totally unnecessary. Don't make our Island into a bomb shelter.","Twitter for Android",FALSE,NA,"NULL",0,0,1,0,NA,NA,"STATEN ISLAND"
"105","1344837085375721476",2021-01-01,"BABY 217 Sand Lame Floor 3 Staten Island ny 10305.,,,,3R en s la putana perra   NAZI https://t.co/l7eKaeeJrP","Twitter for Android",FALSE,NA,"NULL",0,0,2,0,NA,NA,"STATEN ISLAND"
"106","1344381791529005059",2020-12-30,"And just like that, the Reindeer poop is made! Mmmm best shit ever lol @ Staten Island, New York https://t.co/y0csfFwlz0","Instagram",FALSE,"Point","c(-74.0889, 40.6303)",0,0,0,0,-74.0889,40.6303,"STATEN ISLAND"
"107","1342999437854048256",2020-12-27,"Every ... single ... time ... I take the bus on Staten Island this shit is NEVER on time","Twitter for iPhone",FALSE,NA,"NULL",0,0,0,0,NA,NA,"STATEN ISLAND"
"108","1341148902297354243",2020-12-21,"2021
Its a Staten island thing
Shit , its a New York thing
<U+0001F3B6> by @realcj_ 
<U+0001F4A7> by @bridgeboisenyc 
<U+0001F4AB><U+0001F4AB><U+0001F4AB><U+0001F4AB><U+0001F4AB><U+0001F4AB><U+0001F4AB><U+0001F4AB><U+0001F4AB> @ Staten Island, New York https://t.co/dkgsJYPpkN","Instagram",FALSE,"Point","c(-74.0889, 40.6303)",0,0,0,0,-74.0889,40.6303,"STATEN ISLAND"
"109","1340107774764716032",2020-12-19,"THEM VISUALS DROPPIN REAL SOON <U+203C><U+FE0F> #SUKI <U+303D><U+FE0F><U+0001F91F><U+0001F3FE> Shit 
""GERBER"" 
11:23 Link In My Bio Go Rush That Ep
Shot By @ashtonxbenjamin @ Staten Island, New York https://t.co/7oIqAOKhdQ","Instagram",FALSE,"Point","c(-74.0889, 40.6303)",0,0,0,0,-74.0889,40.6303,"STATEN ISLAND"
"110","1338861904601575430",2020-12-15,"Kids in Coney Island were vicious I know. Those were the days of gang violence in Brooklyn and neighborhoods found different ways of toughening the kids early. https://t.co/rvuJWCImkq","Twitter for Android",FALSE,NA,"NULL",0,0,0,0,NA,NA,"STATEN ISLAND"
"111","1338194276149301256",2020-12-13,"Who the fuck is proud to be from Staten Island, place is strange as fuck","Twitter for iPhone",FALSE,NA,"NULL",0,0,1,0,NA,NA,"STATEN ISLAND"
"112","1336374201922576385",2020-12-08,"Why is Staten Island so weird? Besides the rich people I feel bad for some of the people that live here... shit I feel bad for most of the rich people who live here.","Twitter for iPhone",FALSE,NA,"NULL",0,0,0,0,NA,NA,"STATEN ISLAND"
"113","1336280044231032832",2020-12-08,"Sky. NOW.  6.56am. Unfiltered. Shaolin. Today is the 40th anniversary of the murder of John Lennon, at the age of 40. 12/08/20 = 40. Imagine. @ Staten Island, New York https://t.co/49cX6w3eUb","Instagram",FALSE,"Point","c(-74.0889, 40.6303)",2,6,101,0,-74.0889,40.6303,"STATEN ISLAND"
"114","1335686573254451200",2020-12-06,"6 months no cut no shave. Ending the year right. Cut and ready to fuck!  #nomorenapa #backtothereal. #happybirthdaymom #happybirthdaylorena @ Staten Island, New York https://t.co/gf75oy2hJF","Instagram",TRUE,"Point","c(-74.0889, 40.6303)",0,0,0,0,-74.0889,40.6303,"STATEN ISLAND"
"115","1334325241665957894",2020-12-03,"@ScottLoBaido @NYCMayor @NYGovCuomo Conservatives only believe rules were made for folks who don’t think like them. Staten Island is the Florida of the north, backwards as fuck.","Twitter for iPhone",FALSE,NA,"NULL",0,0,0,0,NA,NA,"STATEN ISLAND"
"116","1334294118172942338",2020-12-03,"Staten Island only ever trends for stupid embarrassing reasons. God I fucking hate it here. https://t.co/gYUJlEdGAS","Twitter for Android",FALSE,NA,"NULL",1,0,1,0,NA,NA,"STATEN ISLAND"
"117","1334282019543670792",2020-12-02,"Republicans defend a bar owner in Staten Island for breaking the law. Defend Kyle Rittenhouse for breaking the law. Tell us “insert black persons name” should’ve followed the law if they wanted to live. Hey.....FUCK EVERY ONE OF YOU. #MacsPublicHouse #statenisland","Twitter for iPhone",FALSE,NA,"NULL",3,2,14,1,NA,NA,"STATEN ISLAND"
"118","1331958330013708288",2020-11-26,"The Wild Turkeys <U+0001F983> of Silver Lake Bid A Fond  Rainy Day Fair Well To Their Unlucky Brethren On This Day Of Ritual Slaughter. 
N.Shaolin. Where The Wild Run Free. @ Staten Island, New York https://t.co/oDZeZRXnf7","Instagram",FALSE,"Point","c(-74.0889, 40.6303)",0,2,16,0,-74.0889,40.6303,"STATEN ISLAND"
"119","1331639862768914434",2020-11-25,"Gender-based violence has long been a pubic health crisis in our city and here on Staten Island. With so many New Yorkers staying home during the pandemic, there has likely been an underreported increase in gender-based violence, and that requires action on our part.","Twitter for iPhone",FALSE,NA,"NULL",0,1,3,1,NA,NA,"STATEN ISLAND"
"120","1331241956765179905",2020-11-24,"On line to get tested ... #corona #virus This shit is real.... @ Staten Island, New York https://t.co/Zr5mHcEqGK","Instagram",FALSE,"Point","c(-74.0889, 40.6303)",0,0,0,0,-74.0889,40.6303,"STATEN ISLAND"
"121","1329980189225455616",2020-11-21,"Just pulled up to my sorority sister house on the other side of the island &amp; these houses are fucking beautiful <U+0001F62D>","Twitter for iPhone",FALSE,NA,"NULL",0,0,0,0,NA,NA,"STATEN ISLAND"
"122","1329555714747064321",2020-11-19,"I predicted this months ago when they planned split tolling. Fuck you MTA and fuck you Staten Island https://t.co/YWAKSwdyHG","Twitter for iPhone",FALSE,NA,"NULL",0,0,3,0,NA,NA,"STATEN ISLAND"
"123","1329441636502417415",2020-11-19,"Remember. YOU FUCKING GOT THIS! @ Staten Island, New York https://t.co/ebD82m6Gl1","Instagram",FALSE,"Point","c(-74.0889, 40.6303)",0,0,0,0,-74.0889,40.6303,"STATEN ISLAND"
"124","1326537096673128453",2020-11-11,"My lovely fucking Island <U+0001F644> https://t.co/U21Roh2Pb3","Twitter for iPhone",FALSE,NA,"NULL",1,4,4,1,NA,NA,"STATEN ISLAND"
"125","1324100774037770243",2020-11-04,"Dont fuckin shit on staten island if you dont live here. We’re better people than you https://t.co/WvTNp1IV34","Twitter for iPhone",FALSE,NA,"NULL",0,0,2,0,NA,NA,"STATEN ISLAND"
"126","1323708880078123009",2020-11-03,"So apparently this is in my hometown of Staten Island. How is driving around with all of this on Election Day not an act of voter intimidation? https://t.co/S2IRPgmh1Z","Twitter for iPhone",FALSE,NA,"NULL",2,2,7,0,NA,NA,"STATEN ISLAND"
"127","1323690505365061633",2020-11-03,"Out knocking doors with @MaxRose4NY, @dianesavino, and @Patterson_B in Staten Island. We ran into a pup who said stop the calls and texts we voted for you already!!! <U+0001F436> #vote https://t.co/FjtOcwFKLD","Twitter for iPhone",FALSE,NA,"NULL",3,0,27,1,NA,NA,"STATEN ISLAND"
"128","1323425173740179457",2020-11-03,"I do not have a crap ton of followers. But this I pledge: if I  hear of any BS HAPPENING ON STATEN ISLAND tomorrow I will take my immuno-compromised ass and be a bitch. I’m done. I’m not afraid. AT ALL.","Twitter for iPhone",FALSE,NA,"NULL",0,0,0,0,NA,NA,"STATEN ISLAND"
"129","1322567258435182593",2020-10-31,"Stop fucking around with your tattoos!!

GET YOUR INK DONE RIGHT THE FIRST TIME!!!

#getyourinkdoneright @osiristattoos @ Staten Island, New York https://t.co/He6pCMyukd","Instagram",FALSE,"Point","c(-74.0889, 40.6303)",0,0,0,0,-74.0889,40.6303,"STATEN ISLAND"
"130","1321855973489868805",2020-10-29,"@MaxRose4NY Dunking on Staten Island is fucking identical to liberals dunking on “ignorant hillbillies” in West Virginia or Mississippi “deserving what they get”.","Twitter for iPad",FALSE,NA,"NULL",0,1,0,0,NA,NA,"STATEN ISLAND"
"131","1321743415802028034",2020-10-29,"Island football product Lou Anarumo involved in sideline spat with Bengals player during Sunday’s loss  https://t.co/r9Yn2fP2fC fuck Carlos Dunlap and fuck @YoursTrulySha so easy to blame the coach! #BengalPussy","Twitter for iPhone",FALSE,NA,"NULL",1,1,0,0,NA,NA,"STATEN ISLAND"
"132","1321524882358886402",2020-10-28,"I might stain a nigga out of boredom cuz Staten Island boring af","Twitter for iPhone",FALSE,NA,"NULL",0,0,0,0,NA,NA,"STATEN ISLAND"
"133","1321256481669423105",2020-10-28,"Salon workers have a unique relationship with their customers, and can offer a safe space for them to confide in a trusted source. Happy to partner with @nycendgbv to bring this training to Staten Island. #dvam2020 https://t.co/IOt3K1blFO","Twitter for iPhone",FALSE,NA,"NULL",4,0,9,1,NA,NA,"STATEN ISLAND"
"134","1320362541348958208",2020-10-25,"@MaxRose4NY waiting in line at a Staten Island polling site and someone in line is blasting a Trump propaganda video... is this considered voter intimidation? It's uncomfortable at the very least","Twitter for Android",FALSE,NA,"NULL",0,1,1,0,NA,NA,"STATEN ISLAND"
"135","1318430115794018304",2020-10-20,"Oh shit the flash got me lol u already @ Staten Island, New York https://t.co/1lD8SZqZHV","Instagram",FALSE,"Point","c(-74.0889, 40.6303)",0,0,0,0,-74.0889,40.6303,"STATEN ISLAND"
"136","1318344671517642755",2020-10-20,"@fenrir_71 Do you use bluing? I can’t buy it in Staten Island. That was the bomb! No more yellow whites. Totally not related to ironing — more of a general laundry topic. I had a front loader for a while — now I got huge top loader. I want bluing.","Twitter for iPhone",FALSE,NA,"NULL",0,1,1,0,NA,NA,"STATEN ISLAND"
"137","1314519563799846912",2020-10-09,"@ainsleyearhardt You are an https://t.co/6PFaNmZdaa are sticking uo for satanic #ChrisWallace !
His father was a pedo visitor to Epstein Island,  he grew up in this evil lifestyle.
You write books for children...These demon rape infants, live off the blood of innocent. Research!","Twitter for Android",FALSE,NA,"NULL",0,0,0,0,NA,NA,"STATEN ISLAND"
"138","1314340646052859905",2020-10-08,"I'm not a bitch, I just play one in your life. <U+0001F47D> @ Staten Island, New York https://t.co/GML1IdZdka","Instagram",FALSE,"Point","c(-74.0889, 40.6303)",0,0,0,0,-74.0889,40.6303,"STATEN ISLAND"
"139","1314307071190409229",2020-10-08,"lmao holy shit the house that used to have the giant trump T that scott lobaido made on the front lawn now has a giant sign that says “impeach max rose for calling italians a bunch of men kissing other men” 
staten island is literally the greatest place on earth","Twitter for iPhone",FALSE,NA,"NULL",1,4,13,0,NA,NA,"STATEN ISLAND"
"140","1313625473004568576",2020-10-06,"Ah fuck it!! #lol #yeahbuddy #itsa @ Staten Island, New York https://t.co/BByC6b1FDR","Instagram",FALSE,"Point","c(-74.0889, 40.6303)",0,0,0,0,-74.0889,40.6303,"STATEN ISLAND"
"141","1313619946606407681",2020-10-06,"King shit #Agang #700<U+0001F60E><U+0001F60E><U+0001F60E><U+0001F60E><U+0001F60E>  the bros #DHImages @ Staten Island, New York https://t.co/uT3qcotAkS","Instagram",FALSE,"Point","c(-74.0889, 40.6303)",0,0,0,0,-74.0889,40.6303,"STATEN ISLAND"
"142","1312278766161453056",2020-10-03,"The fucking deer are getting too close for comfort on this damn island","Twitter for iPhone",FALSE,NA,"NULL",0,0,0,0,NA,NA,"STATEN ISLAND"
"143","1309651649275756546",2020-09-26,"I live in NY Staten Island I'm appalled with Cuomo. I'm 69 diabetic and have had a heart attack and stage 4 renal failure. I would not run the next day to get vaccine BUT I would not hesitate getting it due to the fact that I am a high risk person. https://t.co/ADX8W8ks02 https://t.co/AULw7HmDQU","Twitter for Android",FALSE,NA,"NULL",0,0,0,0,NA,NA,"STATEN ISLAND"
"144","1308766672908623873",2020-09-23,"Attention STP lax players if you signed up to play for Staten Island Spartans this fall check your emails. Tryouts are on Saturday 8:30am- defense/goalies 9:30am- Attack 10:30am- midfield. Any questions or concerns contact Coach Clyne","Twitter for iPhone",FALSE,NA,"NULL",0,0,6,1,NA,NA,"STATEN ISLAND"
"145","1308503055395098626",2020-09-22,"a Trump rally being held in Staten Island the day after my birthday feels like a personal attack against me?","Twitter for iPhone",FALSE,NA,"NULL",0,3,14,0,NA,NA,"STATEN ISLAND"
"146","1307119895851741185",2020-09-19,"Am I driving around Staten Island blasting the fuck Donald trump song? Yes","Twitter for iPhone",FALSE,NA,"NULL",0,0,14,0,NA,NA,"STATEN ISLAND"
"147","1306945720247820295",2020-09-18,"Happy  birthday shout to my first born lil man getting old 17 now shit flys by I love u King enjoy ur day <U+0001F64F><U+0001F64F><U+0001F4AF><U+0001F4AF> #FOE <U+0001F601><U+0001F601> #AGang<U+0001F60E><U+0001F60E><U+0001F60E> @ Staten Island, New York https://t.co/kJol6GHzae","Instagram",FALSE,"Point","c(-74.0889, 40.6303)",0,0,0,0,-74.0889,40.6303,"STATEN ISLAND"
"148","1306039732665712643",2020-09-16,"3 shootings in 2 days on this island. This shit is so scary Smfh","Twitter for iPhone",FALSE,NA,"NULL",0,0,0,0,NA,NA,"STATEN ISLAND"
"149","1305721779176996864",2020-09-15,"This spoke fucking volume straight the fuck up @ Staten Island, New York https://t.co/F8jLZlK7VE","Instagram",TRUE,"Point","c(-74.0889, 40.6303)",0,0,0,0,-74.0889,40.6303,"STATEN ISLAND"
"150","1305677554011971586",2020-09-15,"Asian marinated steak. It was the bomb! #steak #brusselsprouts #rice #redwine #dinner #foodie #foodstagram @ Staten Island, New York https://t.co/7pZBx7AGLx","Instagram",FALSE,"Point","c(-74.0889, 40.6303)",0,0,1,0,-74.0889,40.6303,"STATEN ISLAND"
"151","1305237515947909120",2020-09-13,"2-0 and to start this football season. I’m fucking hyped.....#Blessed <U+0001F4B8><U+0001F4B8><U+0001F4B8> @ Staten Island, New York https://t.co/tE4RkCL99S","Instagram",FALSE,"Point","c(-74.0889, 40.6303)",0,0,0,0,-74.0889,40.6303,"STATEN ISLAND"
"152","1304941927335448578",2020-09-13,"I'm about to start doin' some artistic shit. Don't tell nobody! @ Staten Island, New York https://t.co/AKVdivxnmq","Instagram",FALSE,"Point","c(-74.0889, 40.6303)",0,0,0,0,-74.0889,40.6303,"STATEN ISLAND"
"153","1304515396586831874",2020-09-11,"Whoever decided to make more bus lanes on Hylan Blvd, fuck you. Good job @NYC_DOT and @NYCMayor for crippling Staten Island traffic even more instead of fixing the real transportation issues","Twitter for iPhone",FALSE,NA,"NULL",0,0,2,0,NA,NA,"STATEN ISLAND"
"154","1303470657821462533",2020-09-08,"Subscriber exclusive: This important story, reported by @KyleLawsonNews, is a deep look into the work of True2Life in disrupting street violence before it occurs on Staten Island — serving as an alternative to typical police practices. https://t.co/6kYIbr2c2S","Twitter for iPhone",FALSE,NA,"NULL",0,0,1,0,NA,NA,"STATEN ISLAND"
"155","1303439100087861250",2020-09-08,"Just a reminder that Bill Clinton visited Epstein’s island 26 times and is not in jail. What a Fucking country! @BillClinton 
Nice photos billy!","Twitter for iPhone",FALSE,NA,"NULL",0,0,0,0,NA,NA,"STATEN ISLAND"
"156","1302967048285368322",2020-09-07,"@KamalaHarris 4 months later your thanking them.... my daughter is a nurses aide who worked 12 hours a day and in April nurses me back to health from COVID. They deserved it back then. Insult to injury she works in a Nursing home in Staten Island. A mess. But she still works","Twitter for iPhone",FALSE,NA,"NULL",0,0,1,0,NA,NA,"STATEN ISLAND"
"157","1302239208199913472",2020-09-05,"(2/2) As I noted with @siadvance, many factors have emerged into a perfect storm for gun violence in our city, but building closer ties between law enforcement and the communities we serve is key to preventing the spread of this violence on Staten Island. https://t.co/SNr4VYHZ0S","Twitter for iPhone",FALSE,NA,"NULL",2,0,5,0,NA,NA,"STATEN ISLAND"
"158","1301893355065012225",2020-09-04,"Generational gang warfare, COVID angst: Inside Staten Island’s summer of shootings. 

This is part one of a two-part series analyzing the state of gun violence on Staten Island. Part two will drop tomorrow. Via @siadvance. https://t.co/nYJIGQyvpm","Twitter for iPhone",FALSE,NA,"NULL",3,0,7,0,NA,NA,"STATEN ISLAND"
"159","1301610472085614594",2020-09-03,"Does everyone in Staten Island have to go out on a thurs. Every fucking Thursday SIE BE SMACKED!!!! Tf yal going??","Twitter for iPhone",FALSE,NA,"NULL",0,1,0,0,NA,NA,"STATEN ISLAND"
"160","1301508393673293826",2020-09-03,"This might be the most New York shit I’ve ever seen...down to the hit out of no where lol @ Staten Island, New York https://t.co/nizsIm1Pui","Instagram",FALSE,"Point","c(-74.0889, 40.6303)",0,0,0,0,-74.0889,40.6303,"STATEN ISLAND"
"161","1301171221342674954",2020-09-02,"Let these Trump supporters keep telling black people where they can and can't be at. One of these days they're gonna see this in us, then they're gonna know when not to fuck with us. @ Staten Island, New York https://t.co/MJMLYpJZzn","Instagram",FALSE,"Point","c(-74.0889, 40.6303)",0,0,0,0,-74.0889,40.6303,"STATEN ISLAND"
"162","1300893063439671300",2020-09-01,"if i see this shit on ur island i’m trampling all ur flowers and stealing ur turnips https://t.co/b5BncIXpab","Twitter for iPhone",FALSE,NA,"NULL",2,0,7,0,NA,NA,"STATEN ISLAND"
"163","1300225021399519233",2020-08-31,"“I took the express bus all the way to Staten Island because I’m high as shit and I wasn’t about to be taking no train” -very lost person on the boardwalk","Twitter for iPhone",FALSE,NA,"NULL",1,0,10,0,NA,NA,"STATEN ISLAND"
"164","1298059021639995392",2020-08-25,"This is the funniest shit this yr <U+0001F4AF><U+0001F4AF><U+0001F525><U+0001F525><U+0001F601><U+0001F601><U+0001F62D><U+0001F62D><U+0001F62D><U+0001F62D><U+0001F923><U+0001F923><U+0001F923><U+0001F44D><U+0001F44D> @ Staten Island, New York https://t.co/6IVFueWhso","Instagram",FALSE,"Point","c(-74.0889, 40.6303)",0,0,0,0,-74.0889,40.6303,"STATEN ISLAND"
"165","1296922490288189442",2020-08-21,"Exactly what Trump is. Fuck what his supporters think! #BIDEN2020 <U+0001F1FA><U+0001F1F8><U+0001F1FA><U+0001F1F8><U+0001F1FA><U+0001F1F8><U+0001F1FA><U+0001F1F8><U+0001F1FA><U+0001F1F8><U+0001F1FA><U+0001F1F8><U+0001F1FA><U+0001F1F8><U+0001F1FA><U+0001F1F8> @ Staten Island, New York https://t.co/IlkyeAbJf4","Instagram",FALSE,"Point","c(-74.0889, 40.6303)",0,0,0,0,-74.0889,40.6303,"STATEN ISLAND"
"166","1296721359901528066",2020-08-21,"@Iittlejoy i fucking love gullah gullah island","Twitter for iPhone",FALSE,NA,"NULL",0,0,1,0,NA,NA,"STATEN ISLAND"
"167","1296563541835735047",2020-08-20,"@TheFive  .. I like Juan, really do.
But he's totally wrong with violence in Democratic run cities. I live in Staten Island, NYC and it's out of control. 
But I'm happy he's safe <U+0001F610>","Twitter for Android",FALSE,NA,"NULL",0,0,0,0,NA,NA,"STATEN ISLAND"
"168","1296512064014422016",2020-08-20,"#tbt to death row. If you’re gonna be a serial killer, at least be introspective at the end.
.
.
.
.
.
.
#nycactor #laactor #shortfilm #filmmaking @ Staten Island, New York https://t.co/Mjry2TlNt1","Instagram",FALSE,"Point","c(-74.0889, 40.6303)",0,0,0,0,-74.0889,40.6303,"STATEN ISLAND"
"169","1296498900992491521",2020-08-20,"Dock Chain.
Rashaan Roland Kirk, Volunteered Slavery. #PandemicPostcardTwoHundredSixtyFour @ Staten Island, New York https://t.co/Lb7TKjIdV4","Instagram",FALSE,"Point","c(-74.0889, 40.6303)",1,0,13,0,-74.0889,40.6303,"STATEN ISLAND"
"170","1296460209255260161",2020-08-20,"Following an extensive investigation by my office and @NYPDstatenIslnd, this defendant has now been arrested and indicted for this absolutely horrific tragedy. We will continue to vigorously pursue justice for the victim and her family. 
https://t.co/zpDrK6bznp","Twitter for iPhone",FALSE,NA,"NULL",4,0,14,0,NA,NA,"STATEN ISLAND"
"171","1296184317278912512",2020-08-19,"On August 13, a Muslim Egyptian American teenager was assaulted and injured because of his faith in New Dorp. Islamophobia and hatred has no place in Staten Island. We will closely monitor this case. @CAIRNewYork","Twitter for iPhone",FALSE,NA,"NULL",11,3,28,0,NA,NA,"STATEN ISLAND"
"172","1295790629302210563",2020-08-18,"@CalebCity Greed Island = fun
Chimera = some real ass shit","Twitter for iPhone",FALSE,NA,"NULL",1,0,95,0,NA,NA,"STATEN ISLAND"
"173","1295769360821366792",2020-08-18,"and everybody swear Staten Island some lil sweet town.. it really be some crazy shit going on out here https://t.co/ZIQiPSoQRr","Twitter for iPhone",FALSE,NA,"NULL",0,0,0,0,NA,NA,"STATEN ISLAND"
"174","1295749449311027201",2020-08-18,"Why the fuck isn’t there any African restaurants on Staten Island? I hate this place <U+0001F644><U+0001F644><U+0001F644>","Twitter for iPhone",FALSE,NA,"NULL",0,0,2,0,NA,NA,"STATEN ISLAND"
"175","1295516303281795073",2020-08-18,"This Thursday August 20th from 2-8 pm in Staten Island. NYPD Stop the Violence BBQ. Cops &amp; Community. <U+2764><U+FE0F><U+0001F4AA><U+0001F1FA><U+0001F1F8> @ Stapleton Houses https://t.co/DRbFtfMroN","Instagram",FALSE,"Point","c(-74.0813922, 40.62234261)",1,0,3,0,-74.0813922,40.62234261,"STATEN ISLAND"
"176","1294857192840069120",2020-08-16,"Fuckk I just ran a red light in Staten Island <U+0001F643><U+0001F643><U+0001F643> fuck like that shit was red omg","Twitter for iPhone",FALSE,NA,"NULL",0,0,0,0,NA,NA,"STATEN ISLAND"
"177","1292883885777391616",2020-08-10,"Fucking Long Island moron!!! https://t.co/zWh4jLgoqK","Twitter for iPhone",FALSE,NA,"NULL",0,0,1,0,NA,NA,"STATEN ISLAND"
"178","1292780841274400768",2020-08-10,"Don’t ask me how but I’m knocking out 3 shoots today 1 on the island 2 in the city before 3pm <U+0001F91D>","Twitter for iPhone",FALSE,NA,"NULL",0,0,7,0,NA,NA,"STATEN ISLAND"
"179","1292521675255406592",2020-08-09,"This afternoon—Sunday is Funday with FULL DISCLOSURE DUO at Killmeyer’s Biergarten in Staten Island! Come enjoy authentic German fare and a great selection of biers on tap, while grooving to a killer playlist of… https://t.co/KEdfc9UtPw","Instagram",FALSE,"Point","c(-74.23721, 40.5384699)",0,0,0,0,-74.23721,40.5384699,"STATEN ISLAND"
"180","1291703991676440578",2020-08-07,"8/9/20: Live outdoor entertainment Sunday features FULL DISCLOSURE DUO at Killmeyer’s Biergarten in Staten Island! Come enjoy authentic German fare and a great selection of biers on tap, while grooving to a killer… https://t.co/ClI2hYdZV6","Instagram",FALSE,"Point","c(-74.23721, 40.5384699)",0,0,0,0,-74.23721,40.5384699,"STATEN ISLAND"
"181","1290743089041215491",2020-08-04,"Cmon fam. I aint got no Electricity?? This is some bull. IM A FUCKING ELECTRICIAN Transformer Fire (St. George, Staten Island) <U+0001F4F2> Live on @CitizenAppNYC https://t.co/D3bg8PfEja

Transformer Fire (St. George, Staten Island) <U+0001F4F2> Live on @CitizenAppNYC https://t.co/Na2a5ict7h","Twitter for Android",FALSE,NA,"NULL",0,0,0,0,NA,NA,"STATEN ISLAND"
"182","1290689716971540481",2020-08-04,"There’s a tropical storm going on outside and I live on the fucking island. 
Everyone forget that Staten Island is still.... *say it with me* AN ISLAND","Twitter for iPhone",FALSE,NA,"NULL",0,1,0,0,NA,NA,"STATEN ISLAND"
"183","1290402079538909190",2020-08-03,"Imagine niggas renting a plane to fly a banner that says “Wisconsin supports the milk man” fuck this stupid ass island and this stupid ass country.","Twitter for iPhone",FALSE,NA,"NULL",0,0,0,0,NA,NA,"STATEN ISLAND"
"184","1289285461869858816",2020-07-31,"i guess this is the same kind of hometown angst that occurs pretty much anywhere but i can’t stand the performative hatred so many people have of staten island as if they’re like, “above it” when all of their family and friends and everyone they’ve ever loved is from here","Twitter for iPhone",FALSE,NA,"NULL",0,1,3,0,NA,NA,"STATEN ISLAND"
"185","1288451033396584449",2020-07-29,"Great White Shark Attack in Maine. 
Shark sightings in Long Island. 

Wtf!!!!","Twitter for iPhone",FALSE,NA,"NULL",0,0,0,1,NA,NA,"STATEN ISLAND"
"186","1286724464575684611",2020-07-24,"LMAOO y’all bitches out on the island get a little bit of clout and don’t know how to fucking act <U+0001F62D><U+0001F62D><U+0001F62D> 

So stank <U+0001F637><U+0001F637><U+0001F637><U+0001F637>","Twitter for iPhone",FALSE,NA,"NULL",0,0,1,0,NA,NA,"STATEN ISLAND"
"187","1285220279224950786",2020-07-20,"4tonysmiles On July 17, 2020 Protesters Visited 28 Elmira St, Staten Island, NY, 10306-4012 the Home of Killer Police #DanielPantaleo He Murdered #EricGarner with an Illegal CHOKEHOLD and is FREE to Live His Best… https://t.co/lPnVCplss2","Instagram",FALSE,"Point","c(-74.07332675, 40.64451298)",0,0,0,0,-74.07332675,40.64451298,"STATEN ISLAND"
"188","1281227672140603392",2020-07-09,"I’ll never forgive Staten Island for what they did to me I’m sorry but I hate this borough and I’m trying to get rich so I can get the fuck outta here","Twitter for iPhone",FALSE,NA,"NULL",0,0,0,0,NA,NA,"STATEN ISLAND"
"189","1280546591410130947",2020-07-07,"Baitul Jamaat - House of Community &amp; Muslim Sisters of Staten Island have joined forces to walk (protest) for the Black Lives Matter Movement through art,  calling it- THE ART OF PROTEST. 
We plan to gather up and… https://t.co/qUoE1mGTyb","Instagram",FALSE,"Point","c(-74.0743953, 40.62619225)",0,0,0,0,-74.0743953,40.62619225,"STATEN ISLAND"
"190","1280318318520332288",2020-07-07,"Trump Punching Pen...El Trump que da  pelea
#trumppunchingpenn #trump #boxing en Staten Island, New York https://t.co/ftaTJ6mpQ7","Instagram",FALSE,"Point","c(-74.0889, 40.6303)",0,0,0,0,-74.0889,40.6303,"STATEN ISLAND"
