"Text","label"
"â€œMigrantâ€? Donâ€™t you mean illegal aliens, or better still, wetbacks?",1
"#4thofJulyWeekend God BLESS AMERICA I FUCKING LOVE AMERICA FUCK THE BRITISH FUCK THE CANADIANS FUCK THE MEXICANS FUCK THE NATIVES YOU ALL LOST FUCK YOU ALL",1
"Asians are retards on the road. This is LAW.",1
"Dirty lying Jew.",1
"Send that raghead back where it came from",1
"Just a taste of how these people feel. They don't care about Americans and how we are being killed by illegal immigrants every day. Murderers, rapist, fentanyl smugglers, etc. It's like the left is doing this on purpose. ğŸ¤”",1
"Fucking Asians canâ€™t drive",1
"that wigga retarded",1
"The Wokery and ethnics do not own words anything they use we can use they have set a president! Whites played the least role in historic world slavery. ! Funny how they never protest about current day slavery still ongoing by blacks and muslims !the pathetic hypocrites ğŸ¤®ğŸ¤¢ğŸ¤®",1
"Okay fag.,.. You that have good understanding.... Try to compose good English.,.....What is 'you are fool'?
You are so foolish I don't have to explain anything to you... You hairline agrees with me ....",1
"Although they are great at Kung fu and Math.. Asians are retards",1
"Return all illegal aliens back to Mexico now stop making USA dirty sick filthy brown and poor",1
"#MyCountryIn3Words
Nigger Tranny Faggot",1
"A tranny shooting at a parade full of patriotsâ€¦itâ€™s got MAGA written all over it. ğŸ™„",1
"Fingers crossed now for a proper right wing conservative to take charge, fuck all the green levies off, take no note of climate change and to continue shipping those dirty illegal immigrants off to Rwanda",1
"Ate jews
Ate niggers
Ate faggots
Luv Christ
Luv whites
Luv me oomfies
Simple as",1
"lame ass stupid dyke bitch",1
"It's homophobic and it should be .. homosexuality is haram a filth against nature...we should discourage such dirty and filthy people... homosexuals make our society worst",1
"THE CHINESE VIRUS AND THE VACCINATIONS THAT FOLLOWED WERE MEANT TO KILL AS MANY PEOPLE AS POSSIBLE.",1
"MAGA this guy was a left wing nazi who had a mental illness problem we all know the Democrats lie up there fucking ass he dress like a faggot woman that's problem with America there's no such thing as transgender it's a mental illness problem",1
"Not amazed with the desperation to kill hindus.
Killing innocent hindus is the characteristic feature of islam..
I wonder what would happen if we had such desperationğŸ˜‚
India and indians(hindu) would be relieved",1
"Male? I now consider them trans-trash.",1
"As these people have no good reason to be so mentally inept, meaning they are unusual, they are technically now the truer definition of the word ""retarded"".",1
"Wow do you eat with that mouth you filthy Jew!!!! Surprise Twitter let you say the F word. Trump is the best he is the best man weâ€™ve ever had in the White House and you know it and everyoneâ€™s flipping to republican itâ€™s all over the news so bye-bye Jew boy",1
"@LastDecivxx isnt that retard a beaner? I always made fun of him for it",1
"Hey trans people, unless you have millions for surgeries you are never gonna be pretty like a real woman or manly and tough like a real men. Just alot of ugly women and girly men. Pathetic",1
"The evidence right now is very clear, sex crimes are being committed by transwomen against either minors of both sexes or against women. FTM trans have little to worry about when in a men's space, which also supports that transwomen are the real predators/bigots.",1
"Some of you are still following trannies",1
"I MIGHT BE CRAZY BUT ATLEAST I DONT HAVE AUTIS-... fuck",1
"Going to stop this retard rampage that's been plaguing society for the last 2 years",1
"not the beaner in my mentions",1
"Tell a nigger do not rape is like tell a fish to do not swim.",1
"Why is it always the blacks",1
"This is how it's done you communist nigger #HolyAroundAndAckOut #BetterDeadThanRed #HeilAbe
Image",1
"I just wanna cry this is dumb I fucking hate these white ppl & fucking Chinese people they can suck the fart out my ass Iâ€™m so fucking annoyed",1
"THEY FUCKING STOLE MY VOICE
BRAH, IF I CAN EVER KICK OFF ANOTHER HOLOCOAST JEWS AND NIGGERS ARE GETTING BTFO'D",1
"Nope canada is in distress and under duress from globalist jews.",1
"Shameless leftist propaganda brought to you by the closet homos pushing a disgusting antichrist @BarackObama
agenda because he knows heâ€™s useless against the masses and will be taken apart limb from limb for his crimes against humanity. Youâ€™re just as complicit. ğŸ¤®ğŸ¤¡ğŸ¤®ğŸ¤¡ğŸ¤®ğŸ¤¡ğŸ¤®",1
"You're wasting your time with ""educated blacks"", they are proof that intelligence & education are mutually exclusive.
ğŸ˜‚ğŸ˜‚ğŸ˜‚ğŸ˜‚ğŸ˜‚ğŸ˜‚",1
"What Idrissa did is a natural thing for the sound human nature and the honorable and correct Islamic creed. Homosexuals are worse than animals, filthy and repulsive. We support Idrissa
#Ø§Ø¯Ø±ÙŠØ³Ø§_ØºØ§ÙŠ #WeareaIIIdrissa",1
"We will never support dirty arab camel fuckers. They really think their stupid and hateful asses have a place in the afterlife. Go boom already neanderthal.",1
"I'm having #Visions of killing a nigger",1
"All Muslim are shit Scum ğŸ¤®
#UdaipurHorror #muslimterror #Terrorists",1
"Global warming is a big con just like the Chinese virus.",1
"My granddaughters brownie troop could take Antifa and so far thereâ€™s not a tranny in the bunch",1
"Oh look it's the blacks being hypersexual. AGAIN",1
"Yeah, like all the BLACK FATHERS YOUR RATCHET AZZ TRESPASSING PEASANT IMMIGRANTS have murdered, falsely arrested and charged with fake crimes, or The arrest to intentionally wreck BLACK MEN's names to DISQUALIFY them for JOBS. You dirty bast...d have NO WINS trying check FBAs.",1
"Shut up and make me a sandwich",1
"Lack can't say a name or anything dose everything FACT rest are NIGGERS PULLOCKS Jew FAGGETS don't be stupid probably the slaves will enjoy the rest will not bet any fucking body on that",1
"â€œ6 million cookies in 4 years? The math doesnâ€™t add up.â€",1
"Jewish supremacy is a way bigger problem than white supremacy ever was",1
"Jordan peterson for pointing out pride is a sin and Ellen Page got cut by a criminal physician and Dave Rubin for tweeting about the suspension.",1
"By the way these are men behind the Niqabs, is this what these homosexuals are doing just for their filthy ideology to be voiced. Day of judgement is not far away this is a sign of it",1
"a nigger is a nigger... you can't change that by telling people not to use the word, another one will appear always",1
"This is how aryans get shit done
Nig nogs steal White people make it so that your country canâ€™t move",1
"For all you fucking beaners out there",1
"Woman are retarded",1
"When I was in the military we dealt with faggots...soap party",1
"An example of what the word Nigger means! Go nuts, go crazy, break things, rant & rave, curse & swear, most likely for something minor. She should be made to pay for what she broke, cost of cleaning & repair work, and violent abuse of the employees. But will she? Nah! Guess why!",1
"White women are the ""best"" women, anyone shilling things like the bestiality meme is a kike who you should ignore.",1
"Kid Rock is just a rich kid playing the part of a poor white trash, turned famous white trash role.",1
"i hate gay pepole becuse they like the same sex ğŸ¤¬",1
"Yes one has to get close and personal while the other acts like a coward with a gun, just like the filthy Jews in in the IDF",1
"About as real as 6 million batches of cookies in 5 years",1
"A Tranny is A man and forever will be
People need to stop forcing this Homosexual stuff on others. Being force to accept it or be silent about how we truly feel about these Weirdos. It's disgusting and sickening",1
"Ah yes, leave it to the black women to care just enough to talk shit but not enough to actually do anything about it.
Or are black women minding their business on Roe v Wade..",1
"The perfect woman doesn't exi--",1
"Congress is full of Jews, the American people are waking up to that fact, Israel 1st not America always as been. Congress likes to send the Goyim/Gentiles off to die for them.",1
"Kind of wetback ass town you live in",1
"i fucking hate dirty mexicans",1
"He's enjoying a luxurious life in a white men's country while his sheeple want all whites out of South Africa. ğŸ˜‚ğŸ˜‚ This fraud is tired of pretending, now this is the real Julius Malema a product of the ANC. ğŸ˜‚ğŸ˜‚",1
"No wonder you said nothing about Asians grooming and raping young white girls then, showing your true colours.",1
"@DananeerM
. Let me explain that Feminism and feminists should be read as LIBTARDS, Divorcee Brigade , Pseudo Desi Liberals and Filthy homosexuals these are in deed better synonyms to describe them. Mind It.",1
"Fuck you you ignorant mut go back to Africa where you belong you fuckin scumbag take all your fag fuck buddies with ya to",1
"Stupid nigger where you belong, Hell!!",1
"feeling good to tell yall that i hate faggots",1
"Dude just go wipe them slant eye fucks off the map already",1
"Fucked up faggots",1
"Gay people are the goofiest Ls and Iâ€™ll pay to end them if there was a trusted place to do so, gays<<<<",1
"Product of France ? Donâ€™t they have just sand nigger over there now ?",1
"Now, Asians are screwing the Brits. Two former Ministers of Asian origin have royally screwed the country that once ruled their native nations. Is it old long standing revenge? Are Brits that gullible?
One minister was involved in financial irregularities. Good that he has gone.",1
"Homosexuals society is dirty and disgusting ğŸ¤®
Homosexuals are not welcome in #Qatar2022",1
"I HATE ESPECIALLY ROMANIAN FAGGOTS SO MUCH THEY HAVE LIKE 2k FOLLOWERS ON INSTA AND THEY THINK THEY'RE SO FUCKING IMPORTANT AND INFLUENCERS AND THEY ARE SO THIRSTY FOR COCK I HATE THEEEEM",1
"HEY BIDEN WHY ARE YOU FUCKIN WITH THAT RAGHEAD CAMEL FUCKER MURDERER??????",1
"Itâ€™s probly been raped thatâ€™s why itâ€™s. Tranny",1
"why, as a nigger, are you telling me happy 4th of july ? jus send me the address for the cookout u coon",1
"Fuck every nigger that niggered the fucking earth.",1
"I genuinely think blacks are the lesser evil. More violent yes but more stupid. Asians are silent plotters",1
"You know what, fuck you, new pride month just dropped.",1
"guys heâ€™s a wigger donâ€™t even attempt to reason with him",1
"Since we are ruled by mentally retarded slaves, Don't expect serious research on the adverse reaction data..",1
"black people always talking about how we smell bad but when i call them unintelligent porch monkey criminals we have a problem
also all the replies is the same thing ""girl dem indians bout to get real raycisss"" these people collectively share the same 4 braincells",1
"It's Ellen Page. Elliot Page is a made up role by a delusional, self-loathing, self-rejecting Ellen Page. @TheElliotPage",1
"Fucking beaners",1
"Phil Mickelson is scum. Playing golf with ragheads. That's why we have to step in and ban professional sports. What us going on with our world? Buddying up to a raghead who killed an American journalist. I hate fucking ragheads.",1
"Shut your your ugly ass up you gay sand nigger",1
"first they should cut off his balls and than take his arm and legs off and watch him die . a sand nigger",1
"FREEEEDOMMMMM!!! NIGGER NIGGER NIGGER NIGGER #NIGGER",1
"ğŸ¶And the klezmer band played Waltzing Matilda, as the shot heebs got carried a way.
And amidst all the fear, pride flag waving and beer, the shooter turned out to be a kikeğŸ¶",1
"God I hate black people why do they smell so bad ğŸ˜’",1
"whats wit british females n being retarded",1
"For all of you who support illegal migrants coming into this country donâ€™t ever ever complain about Never getting an NHS or GP appointment, Dentist Appointment, Housing Shortage, Schools Full, Safety of our Women & Children. You have no right to complain.",1
"At one time living in Ca my son was failing social studies, I asked him straight out how? He said he didn't want to learn the Koran, went down to sacto to confront the board, a raghead meets me to tell me that is now required study, yanked him out & moved him to a NV school...",1
"Islam is Poisonous, Sharia Law is entirely Immoral, Bhirka's are a disguise, Halal Meat is animal Torture, Violence towards Women is normal, Terrorist Bombers are Martyr's, Paedophilia is normalised, Jihad means Holy War! It's their way or nothing!
AND WE ARE INVITING THEM IN!!!",1
"good. you live parasitically off of cheap consumer goods, minerals, food, and gas. amerikkkans are the worlds biggest welfare queens.",1
"Asains are cute and all but fuck they really do suck at driving",1
"*me in high school*
No way all these fucking beaners are related!?",1
"Tell me you're mentally retarded without telling me you're mentally retarded.",1
"A fucking raghead goat fucker you mean.",1
"Most of the female positions are only that high up because of sexual reasons. The people who are high up in DC are sick",1
"Damn dum faggot indianz I'm gonna kill you",1
"Nah they are just the useful idiots that Communists use, promising pedophiles and homosexuals the freedom to spread their filthy wings.. and then once Communism gains control, they are the first to be murdered... nothing new under the sun",1
"I do not condone homosexuals and their uncouth behaviour.
If you are a homosexual, either change or go sell your dirty agenda elsewhere.
5 years from today, you will be walking with a prolapsed rectum, incompetent anal sphincters, haemorrhoids and adult diapers.",1
"Lmao. This is hilarious yet sick. Imagine forcing homosexual tranny shit on retards and not for comedic effect",1
"fucking niggers I hate them",1
"#CancelCulture is fake as fuck I hate the gay people and the black and the trans come cancel me lol",1
"all autistic people have a worm in their head",1
"All white and not a raghead in sight.",1
"I hate when these Mexicans just be fucking staring at me. That shit burns my soul",1
"Gross. Itâ€™s just me or are all trans people the ugliest fucking demon people that youâ€™ve ever seen?",1
"Schizo reprobate freaks like this nutjob below should be locked up for the sake of society. When will America learn?",1
"Homosexuals are Psychopaths.
Rapists are Psychopaths.
Feminists are Psychopaths.
Low Testosterone Male supporting filthy Feminism are Psychopaths.",1
"SHUT THE FUCK UP AMIR AND IDF YOUR FUCKING HONEY POT YOUR FUCKING JEWS ARE FUCKING UNBELIEVABLE YOU LET A FAKE ASS FUCKING PEOPLE HONEY POT YOU FUCKING DUMB ASSES",1
"Your mother is a faggot",1
"This ğŸ’© has got to stop! Fire one shot into the air and theyâ€™d all scatter. Arm your employees. Fkn animals! So typical. If blacks donâ€™t want people to be racist maybe they should shut this ğŸ’© down.",1
"You filthy, filthy, filthy homosexuals, you do not exist in the world ğŸ¤¢ğŸ¤¢ğŸ¤¢",1
"If I block you on one account for being an autistic faggot take the hint and donâ€™t follow me on another.",1
"I sure Indians are extremely impress by muslims thatâ€™s why they want to kill them from the world not only from India #indiangovernment",1
"1488. Say no more. Follow your leader...",1
"iâ€™m so serious when i say i hate americans yâ€™all have zero redeeming points",1
"Lotsa white cracker redneck honkey white trash people out today",1
"When are these old white faggots gonna die???",1
"NOBODY CARES FAGGOTS",1
"Father of innocent Black man held at gunpoint by â€˜institutionally racistâ€™ police fears he could have died
https://share.newsbreak.com/1dz63xcs
(They say) if the cops in the US get away with killing nigger's we can too, it's open season for coon hunting.",1
"That money was never intended to go to the Ukraine. Most people realize that. It was just a way to transfer an enormous amount of money from America to the hands of the Jewish cabal which is Lewinsky is a part of.",1
"More disgusting people that use religion so they can have sex with little kids just like the Mormons",1
"Beaner addicted to opioids lol!",1
"trump isn't a human, he is a guy with down syndrome and a orange hybrid made by the CIA to rule over the world. Follow me for more facts!",1
"FUCK ASAINS",1
"Can you please lend me your flying carpet mr goat shagging sand nigger?",1
"You gay Fudge packers need to ğŸ’€",1
"Trans women are male.
Trans men are female.
Biological sex doesnâ€™t change. Gender identity is dumb.
Not sure why itâ€™s difficult to grasp that.",1
"It's Christians fucking the country, not Muslims",1
"The nursing shortage is due to clinics and hospitals overwhelmed with illegal aliens. Too many patients and not enough nurses to tend to them. Send the illegals back across the border; no nursing shortage. Politicians like you are the problem. You're Bidens Court Jester.",1
"Women suck ass",1
"Fuk them both dirty zionist jews",1
"That trans women is unarguably a male. Their beliefs don't change that.",1
"Stupid. Fucking. Niggers.",1
"#UK you have a lot to learn from India. The illegal immigrants or in the name of refugees, they enter and soon they demand separate state, separate nation. Shariah law, inter-faith marriages. Welcome them with whole hearted warm hugs and you will be back stabbed.",1
"â€œitâ€™s not a disorder if u have cheat daysâ€ cheat days are a disordered concept faggot",1
"Itâ€™s nice when the people with mental retardation get to interview others with disabilities. Good for they/them!",1
"Fuck your stupid fucking French dyke lesbian roads",1
"Why are we keeping this pervert raghead here? I'd rather see my taxes pay for his execution or a one way ticket for all of his pack to be shanghai'ed out of England.",1
"The question you need to ask yourself is, why the hell would I be interested in getting these stupid faggots into the next world? So what if they die here? This means nothing to me.",1
"U have to much time beaner",1
"Fuck off salah you packi",1
"Tranny get your gun.",1
"#EllenPage is a woman",1
"The only reason for all Islamic terrorism around the world since 1400 years is the Islamic fundamentals, beliefs, commandments of Qur'an/Muhammad/Allah !",1
"me too. also dirty homo bro just clean urself smh silly homosexuals",1
"So then which genetic mutation was Ellen Page?",1
"You should all kill Yourselves in Shame for being such Nigger Supporters that You lied about Math to support Stupid â€œEthnicâ€ People. Youâ€™re all Basic Bitch Losers and Robots will murder all of your Families for lying about my Music to support Dumb Cunt Nigger Womenâ€™s Egos.",1
"No difference??
Raghead isis muzzies vow to kill people that disagree with them. The people picture on the left just want left alone
Big difference. If you don't understand that then you are part of the problem. Go tell a raghead your opinion and see how that works out for ya",1
"I hope the person who reported my profile image gets raped to death. STUPID FUCKING NIGGER!",1
"hes rly into that closeted fag role omg",1
"Ironic that the left support unlimited numbers of Muslims coming into the country who all believe in the complete subjugation of women, death to all homosexuals and the implementation of Shariah law. All completely in selective denial. How do they square this?",1
"Men cant have periods if u think they can, then not only are u sick but you're also retarded",1
"I said it before and I'll say it again, Asians are the biggest whores of all foreign women. They'll fuck anyone.",1
"You black fucking niggers I hope you die #BLM",1
"youre like if i had a son and he had down syndrome",1
"AR = American Retard",1
"seems like tumblr types haven't yet figuered out their opinions on politics are worthless. niggers arguing left and right on their tumblr posts all day instead of making their precious fanart. a tragic species",1
"Lol retard",1
"All women are whores.",1
"Faggots replying here are REALLY blind or they just chose to believe that history = chismis",1
"Interesting itâ€™s always the blacks that do this shit",1
"Traditional European dance is 1488 times sexier than twerking!
#WhiteGirlsAreMagic https://youtu.be/GSv1lRIrLrc",1
"People who ""sexually identify as an attack helicopter ğŸ¤ª"" when you point an anti-aircraft gun at them:",1
"Oh so youâ€™re stupid and a faggot got it",1
"Does this include women in sports Democrats will protect female sports (No Tranys)",1
"I am sick of all these dirty raghead immigrants arriving here and attempting this disgusting behaviour. We need to make a stand",1
"It's a piece of crap film pushing the deviant, filthy depraved and perverted lifestyles of homosexuals.",1
"I am a #Brony you stupid fucking nigger.",1
"You illegals leave your cartel and war ridden countries and bring that s**t over here. Attacking blacks Asians whites and Latinos",1
"americans are the most retarded people on this earth",1
"Hey tranys!
leave those kids alone!",1
"â€œFact checkersâ€ are the tools of globalist â€œjewsâ€ to maintain their control of information.",1
"Whats worse 6 million cookies being thrown in the trash? or 63 million pieces of cookie dough thrown away before they could ever be put in the oven!!!",1
"Fuck you lose. Go back to Africa",1
"Of course homosexuals are responsible for spreading Monkeypox ğŸ¤¡ gay niggas weird af just stop being fuckin dirty and fucking every nigga RAW ğŸ¤¦ğŸ¼â€â™‚ï¸",1
"I never seen a sw*ftie that is not racist and ableist here ğŸ’€ they all the same. Buncha mexicans & crackers",1
"These women donâ€™t have gender dysphoria they just state they are non binary, so surgeons removed their breasts. What fucked up world are we creating. Kids see this on social media and think this is normal and something to aspire to.",1
"I hate white transgender people ğŸ˜ğŸ˜ğŸ˜ğŸ˜ğŸ˜ğŸ˜",1
"Shut the fuck up faggot",1
"We seen u from a mile away ,we always need u was a dirty filthy Jew",1
"I hate White Liberals more than
It's possible to give credit for.
It's not Muslims taking away Your Rights. It's Christian Fascists You Retarded Fucking cunt",1
"You're fucking disgusting, and your religion is fucking disgusting. ANSWER THE QUESTION. DO YOU CONDONE YOUR RELIGION PROMOTING SLAVERY?",1
"all women are fuckin' stupid",1
"To stop the soviet-chinese-british-cuban-mexican-immigrant-terrorist-vietcong-mujahideen-liberal-SJW-communist-trans-socialist-obama-CRT-black-minority-gay teachers from destroying this country!",1
"New York has now become more disgusting then California where I live . Didnâ€™t think that was possible. 200k from taxpayers for Homos that dress like women then force them on our children WTF it a fuckin shame ,Parents need to act now!!",1
"i fucking hate beaners so much, go back to your fucking country ğŸ˜­",1
"Do Something! Your country did the wrong thing! Kick those immigrants out of your country or else they will turn your country into shithole like where they belong! @SwedishPM",1
"Both are to be blamed, why excuse blacks who are destroying another black country? Have you ever seen us do this to other blacks? This animals are worse than whites",1
"And every faggot in America can thank me and my lymph nodes for being part of the reason they have prep. Donâ€™t start telling me how things are now that weâ€™re almost all at the end of a rope. Sometimes I think ppl like you just need to be angry to feel seen.",1
"Hey @Twitter Rachel Lavine is NOT a woman, Ellen Page is NOT a guy. Ban me you giant cucks. Am I not important enough? Do I not have a big enough voice? I am violating your ToS right? You are fucking Hypocrites.",1
"GET YOU SOME PAPERS... YOU BEANER",1
"Probably because its mostly blacks killings blacks in cities like Dayton n Bham which are led by blacks. Neither Democrats nor Republican give a shit. How bout them apples boy?",1
"@cn0gd
@Stariver
@sunrrrr
chingchong spring roll chop suey sliteye morons nihawww? è…¦æ®˜é»ƒè±¬ç³é’chinkboy.",1
"There warring against all white people. Niggers.",1
"I stopped at Ep2 after seeing that they were focused on the Ellen tranny, another ewww.
@netflix
please, stop spoiling interesting shows with LGBTQ.
Everybody isn't gay or disgusting.
I suggest you make a separate category for LGBTQ people so they can enjoy their disgusting shit.",1
"YOU WORTHLESS NIGGER BITCH",1
"All the good equal rights for women has done will very soon be undone. Once sharia law takes over woman will be second class citizens. As for the other 70 sexes if I were you I would seriously think how lucky you've been to get away with this fraud for so long. High building hurt",1
"And a Tranny to boot! Antifa, tranny, lunatic, #Democrat. Any more items to check off the list?",1
"Young man hits beautiful suplex on some tranny.",1
"The 1000 blessed beasts will break through the chains of normalcy, through the walls that surround our souls, and into your mind. Get ready retard. Youâ€™re about to get fucking smoked.",1
"The way muzzie kids on here are behaving is the same reason why I'm always wary of these mfs irl, most devious backbiting treacherous devils to exist",1
"Ellen Page is not a biological Male she just chopped off her tits to pretend to be one and twitter wants to force you to pretend along",1
"""I can't breathe"" nigger nobody cares u deserve it you stupid coon",1
"When I was in Atlanta I went to a restaurant I took the bus I didnâ€™t know they didnâ€™t like black people so i left and was down the street and the waiter a wetback mexican drove down the street and he got out his car and kicked me in my leg and he said he a muslim.",1
"ğŸ˜‚ aww did you get triggered? You have no clue, wow a racist wetback never seen one before. Did they check you on the border ğŸ‘ğŸ–•ğŸ¼",1
"i think some women just hate men cause itâ€™s a trend & that is where i called bitches stupid..",1
"As I said a nigger and a white girl isn't going to fly with me! You sorry democrats brought this about, bussing, fucking LBJ a Texan+ niggers and white girls. I really hate the result!!!!!",1
"Probably some raghead non American",1
"You prove your point, running while black deserves 90 bullets, giving up while white deserves multiple deaths of innocent ppl
They both got what they deserve",1
"corny ass beaner",1
"Someone white called me a nigger and I called him an albino monkey.",1
"She's gotta keep those dirty Mexicans away from her.",1
"why are there so many fucking red and black niggers on this website man ive had it with all the niggers on here also if trans people cant accept themselves then why should i accept them",1
"Turkey is not your countrt sand nigger",1
"â€œYou fucking faggots ain't seen the last of me yet I'll have the last laugh, you cunts, soon you'll seeâ€",1
"Probably Mexican, Mexicans do nasty shit like that â˜ ï¸â˜ ï¸â˜ ï¸â˜ ï¸",1
"he is a faggot who dumps on the newbs hes a fucking punk who uses steroids an his shitty ego makes up for his 4 inch pecker",1
"Literally just revitalise places outside of London, and kick out the fucking migrants",1
"I keep dating this jew that enjoys harming me. I swear off of any jew from now on. Scumfucking sacs of dog shit filled niggers and bitter fucking losers. c:",1
"Muslims in India can publicly behead, stab 2 death rape & kill issue fatwas to kill, offer bounties to kill Indians of other faiths & GOI, Police Court/Judges do NOTHNG 2 protect. They just bow down folded hands or justify frm the highest courts. India is not secular at all.",1
"These hypocritical, colonial Ganga Din types think it is cool to ape the west and be all western because THAT is modern. Xtian values and Muzzie values are worth it. Hindu values aren't. Sadly they're out to revolutionise the world without looking within.",1
"Dear AMERICA
GAY/FAGGOT @BarackObama
at it again
UPLOADEDğŸ‘¨â€ğŸ’»Am HYPOCRITE
person who puts on FALSE appearance of VIRTUE or religion
person who acts in contradiction to his or HER STATED BELIEFS or feelings
Gaslighting happens when an ABUSER tries to control a victim by twisting",1
"Whoeverâ€™s the nigger who parked in front of my house, Iâ€™m gonna fucking shoot you",1
"These trannys are disgusting, can you grasp the sin of lusting after these morphodites, pedophiles and satanists ? Now get vxd and become like them... oh but everyone knows better ğŸ˜‚ğŸ˜‚",1
"Tranny terrorism",1
"Seems like the world or at least the western world doesn't care when sand niggers are killed but when a person over in Ukraine it is a major tragedy",1
"I'm sick of hearing about riots due to ""unarmed"" black men being killed by police! Ya know what, STOP RUNNING FROM AND FIGHTING THE POLICE! Dumb nigger wants to fight a cop, ya gonna get shot! Stupid niggers! NIGGER NIGGER NIGGER!",1
"Only dirty people like you support homosexuals",1
"A [sand nigger] can charge whatever the fuck they choose to charge any country! It's time we find our own way and stop relying on other nations! Cuz, the reality is these people don't like Americans at all! I know.",1
"The slant eye fucks at Sony strikes again",1
"All the surgeries in the world can't cover up the fact that you still smell like your gender",1
"stupid ahh nig",1
"Homosexuals and tranys are the most hateful and intolerant people on planet earth.",1
"AKA the Trans agenda",1
"The uncomfortable truth about the hidden Satanic Hollywood tranny Billie Eilish, is that he belongs to our ruler's Mithras sex & death cult. He promotes the death end of the cult, as you see.â¬‡ï¸ MURDER
DEATH
DECAY
& SATANISM.",1
"I'm honestly so fucking sick of white jews whining about feeling alone.
I don't never see y'all amplifying jews of color, so how tf you think they feel?",1
"Tranny shooters in America",1
"Another example of why there are more blacks in prison, by far, than any other racial group",1
"I fucking hate this sand monkey nigger",1
"#IdrissaGueye Homosexuals are dirty people, they should be thrown in the bin and desposed",1
"Unemployment is for dirty arabs because they lack of work ethics and they often steal from their employers. And none of them has any skills or knowledge. Only thing they good at is drinking camel urine and fucking goatsğŸ˜‚",1
"Your friend was killed by niggers #LOL",1
"i hate black people i hate black people i hate black â€œpeopleâ€",1
"Nigga it was eth fuck you faggot",1
"Wtf do you get out of speaking on somebody health GOD gone strike yo asx fucking porch monkey",1
"fuck them gays #pride #LGBTQ #gay #pewdiepie",1
"God would never choose a cursed nose and sloped forehead as a representation of his people. Jews are Armenid neanderthals and God made them hideous for a reason.",1
"Look a fÃ¹cking rÃ ghÃ¨Ã¡d ! Imagine that",1
"im sorry like there is so way you convince me he isnt a little faggy sorry",1
"This is not a man. This is a woman who surgically and chemically altered her body to look like a man, but no amount of surgery will ever make her a real man. Ever! #elliotpage #ellenpage",1
"Homos are disgusting people. Which is why they engage in disgusting acts",1
"Gm frens! Donâ€™t forget that you cannot bake 6 million cookies in just 5 years with only 15 ovens.",1
"I'll say it!! Stupid low life niggers. That's what they are. I don't care what color they are!!",1
"With that stupid jew what makes you think it will not happen again they should of stayed slaves would teach the niggers and chinks",1
"USA ğŸ¤£ğŸ¤£ğŸ¤£
I canâ€™t do anything for you 80% there are Homosexuals I canâ€™t clean your country ğŸ¤£ But in many years nobody there because no children ğŸ¤£ğŸ¤£ What a dirty people ğŸ¤®ğŸ¤®ğŸ¤®",1
"All you niggers wanna do is start beef with me, and claim you got someone start to finish before you even know themâ€¦? Youâ€™re just the poorest nigger joke Iâ€™ve ever seen. I need some FUCKING DIRT!",1
"#CBS #ColoredBullShit Iâ€™m so sick of hearing how bad the poor ol #Nigger is being treated. Quit your fuckn whining and go to work and get off #welfare",1
"Stupid jungle bunny rap music drives me up a tree",1
"HAHA TAKE THAT YOU STUPID CUNT I HOPE YOU'RE IN HELL DUMBASS FUCKING NIGGER!",1
"Why are prices rising?
Globalist â€œjewsâ€ engineering it to happen.
Why?
To crash the global economy and introduce their digital currency for total control of our lives.
Know your enemy!",1
"Blacks always try to tear blacks down. It's in their DNA",1
"Fucking pisses people off when a FUCKEN JEWSZ recruit girls of any kind and man should know better than to fall for JEWSZ ASSKISS infinity ways it seems a ass turns around hear no fucken NIGGERS Jews at all we are trying to recover from the great mighty Jews shit",1
"It won't be so funny when these fags pony up the cash...
Sad shit.",1
"Good morning gang. Another day to hate on the filthy homosexuals. Make it count.",1
"you are not a catholic you are an autistic child who found a crusaders costume in the discount section at a halloween store shut the fuck up",1
"Clarence thomas is a NIGGER who bows down to others. heâ€™s must be removed from power.",1
"Antizionist â€œJewsâ€ are so fucking spineless-asking to condemn Hamas is apparently too far reaching of a litmus test for them. Bro they wanna kill you too.",1
"If I block you on one account for being an autistic faggot take the hint and donâ€™t follow me on another.",1
"No Trans women will never be womenâ€¦ I donâ€™t care if you feel like a women, you will NEVER BE ONE! If I feel like a cat, I will never be a cat",1
"White survival depending on a breeding contest with 3rd worlders IN White countries is an admission of Genocidal policies already in place.
""Diversity"" means chasing down Whites.
""Diversity"" is a code word for White Genocide.",1
"Russia is not the enemy! The Jewish cabal is",1
"Noo that's just what the raghead Dr's are saying lately. It's ok if you eat meat tenderized because it's digestible. Dr's nowadays don't understand the difference between soup stew or a roast. They aren't from here and grew up eating on a camel bone with dog soup so.",1
"My name is jordie Jordan. I have a YouTube name called jordie Jordan. I was raised a Christian, and that homosexuals are the devil's. Real talk. You are all going to hell.",1
"Middle Eastern Multicultural Mayhem runs riot in #Melbourne with regular towel-head shoot-em-ups taking place.
Just loving this #multicultural diversity.",1
"AR-15's don't blow up bodies. What did the mental retard use in this massacre?",1
"Lakers just broke a long tradition of signing a retarded big man in the offseason",1
"So whats making u upset bc i dont support guys fucking eachother. and its disgusting. And i have the right to give my opinion???
And the law is if u dont support homos you get fired!!!",1
